"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser"
Sjælland;2020-04-23;M;20;0;7;493;8409;2099
Syddanmark;2020-04-23;M;4;0;0;493;8413;2099
Hovedstaden;2020-04-24;F;61;2;8;495;8474;2107
Midtjylland;2020-04-24;F;19;1;1;496;8493;2108
Sjælland;2020-04-24;F;23;2;5;498;8516;2113
Syddanmark;2020-04-24;F;2;0;0;498;8518;2113
Hovedstaden;2020-04-24;M;34;1;4;499;8552;2117
Midtjylland;2020-04-24;M;8;1;0;500;8560;2117
Nordjylland;2020-04-24;M;2;0;0;500;8562;2117
Sjælland;2020-04-24;M;12;1;3;501;8574;2120
Syddanmark;2020-04-24;M;3;0;0;501;8577;2120
Hovedstaden;2020-04-25;F;38;1;5;502;8615;2125
Midtjylland;2020-04-25;F;22;1;0;503;8637;2125
Nordjylland;2020-04-25;F;4;0;1;503;8641;2126
Sjælland;2020-04-25;F;14;1;4;504;8655;2130
Syddanmark;2020-04-25;F;3;0;0;504;8658;2130
Hovedstaden;2020-04-25;M;31;2;6;506;8689;2136
Midtjylland;2020-04-25;M;7;0;1;506;8696;2137
Nordjylland;2020-04-25;M;1;0;0;506;8697;2137
Sjælland;2020-04-25;M;9;2;2;508;8706;2139
Syddanmark;2020-04-25;M;5;0;0;508;8711;2139
Hovedstaden;2020-04-26;F;42;1;12;509;8753;2151
Midtjylland;2020-04-26;F;10;0;0;509;8763;2151
Nordjylland;2020-04-26;F;4;0;0;509;8767;2151
Sjælland;2020-04-26;F;13;0;2;509;8780;2153
Syddanmark;2020-04-26;F;4;0;0;509;8784;2153
Hovedstaden;2020-04-26;M;33;3;7;512;8817;2160
Midtjylland;2020-04-26;M;5;0;2;512;8822;2162
Sjælland;2020-04-26;M;5;1;1;513;8827;2163
Syddanmark;2020-04-26;M;3;0;0;513;8830;2163
Hovedstaden;2020-04-27;F;70;1;2;514;8900;2165
Midtjylland;2020-04-27;F;9;0;1;514;8909;2166
Nordjylland;2020-04-27;F;3;0;0;514;8912;2166
Sjælland;2020-04-27;F;36;4;5;518;8948;2171
Syddanmark;2020-04-27;F;1;0;0;518;8949;2171
Hovedstaden;2020-04-27;M;59;2;7;520;9008;2178
Midtjylland;2020-04-27;M;9;0;2;520;9017;2180
Nordjylland;2020-04-27;M;2;0;0;520;9019;2180
Sjælland;2020-04-27;M;25;5;5;525;9044;2185
Syddanmark;2020-04-27;M;3;0;0;525;9047;2185
Hovedstaden;2020-04-28;F;51;2;7;527;9098;2192
Midtjylland;2020-04-28;F;17;0;0;527;9115;2192
Sjælland;2020-04-28;F;22;0;0;527;9137;2192
Hovedstaden;2020-04-28;M;32;0;3;527;9169;2195
Midtjylland;2020-04-28;M;7;0;0;527;9176;2195
Sjælland;2020-04-28;M;7;0;0;527;9183;2195
Hovedstaden;2020-04-29;F;50;2;6;529;9233;2201
Midtjylland;2020-04-29;F;10;1;1;530;9243;2202
Nordjylland;2020-04-29;F;1;0;0;530;9244;2202
Sjælland;2020-04-29;F;16;0;1;530;9260;2203
Syddanmark;2020-04-29;F;4;0;0;530;9264;2203
Hovedstaden;2020-04-29;M;42;4;11;534;9306;2214
Midtjylland;2020-04-29;M;7;0;0;534;9313;2214
Nordjylland;2020-04-29;M;2;0;0;534;9315;2214
Sjælland;2020-04-29;M;5;1;2;535;9320;2216
Syddanmark;2020-04-29;M;2;0;0;535;9322;2216
Hovedstaden;2020-04-30;F;62;0;6;535;9384;2222
Midtjylland;2020-04-30;F;6;0;1;535;9390;2223
Nordjylland;2020-04-30;F;3;0;0;535;9393;2223
Sjælland;2020-04-30;F;23;0;3;535;9416;2226
Syddanmark;2020-04-30;F;1;0;0;535;9417;2226
Hovedstaden;2020-04-30;M;33;0;5;535;9450;2231
Midtjylland;2020-04-30;M;7;0;0;535;9457;2231
Nordjylland;2020-04-30;M;2;0;1;535;9459;2232
Sjælland;2020-04-30;M;8;0;0;535;9467;2232
Syddanmark;2020-04-30;M;1;0;0;535;9468;2232
Hovedstaden;2020-05-01;F;58;2;3;537;9526;2235
Midtjylland;2020-05-01;F;5;0;0;537;9531;2235
Nordjylland;2020-05-01;F;10;0;0;537;9541;2235
Sjælland;2020-05-01;F;15;1;1;538;9556;2236
Syddanmark;2020-05-01;F;2;0;0;538;9558;2236
Hovedstaden;2020-05-01;M;25;0;2;538;9583;2238
Midtjylland;2020-05-01;M;11;0;1;538;9594;2239
Nordjylland;2020-05-01;M;9;0;0;538;9603;2239
Sjælland;2020-05-01;M;10;1;2;539;9613;2241
Syddanmark;2020-05-01;M;3;0;1;539;9616;2242
Hovedstaden;2020-05-02;F;31;0;2;539;9647;2244
Midtjylland;2020-05-02;F;12;0;3;539;9659;2247
Nordjylland;2020-05-02;F;1;0;0;539;9660;2247
Sjælland;2020-05-02;F;17;0;1;539;9677;2248
Syddanmark;2020-05-02;F;4;0;0;539;9681;2248
Hovedstaden;2020-05-02;M;27;1;4;540;9708;2252
Midtjylland;2020-05-02;M;8;0;1;540;9716;2253
Nordjylland;2020-05-02;M;1;0;0;540;9717;2253
Sjælland;2020-05-02;M;12;1;1;541;9729;2254
Syddanmark;2020-05-02;M;2;0;0;541;9731;2254
Hovedstaden;2020-05-03;F;33;0;7;541;9764;2261
Midtjylland;2020-05-03;F;4;0;1;541;9768;2262
Nordjylland;2020-05-03;F;1;0;0;541;9769;2262
Sjælland;2020-05-03;F;6;0;2;541;9775;2264
Syddanmark;2020-05-03;F;4;0;1;541;9779;2265
Hovedstaden;2020-05-03;M;17;2;2;543;9796;2267
Midtjylland;2020-05-03;M;6;0;1;543;9802;2268
Nordjylland;2020-05-03;M;1;0;0;543;9803;2268
Sjælland;2020-05-03;M;5;1;3;544;9808;2271
Syddanmark;2020-05-03;M;1;0;0;544;9809;2271
Hovedstaden;2020-05-04;F;50;0;3;544;9859;2274
Midtjylland;2020-05-04;F;5;0;1;544;9864;2275
Sjælland;2020-05-04;F;21;1;3;545;9885;2278
Syddanmark;2020-05-04;F;3;0;0;545;9888;2278
Hovedstaden;2020-05-04;M;29;0;3;545;9917;2281
Midtjylland;2020-05-04;M;3;0;1;545;9920;2282
Sjælland;2020-05-04;M;8;0;3;545;9928;2285
Syddanmark;2020-05-04;M;1;0;0;545;9929;2285
Hovedstaden;2020-05-05;F;32;1;4;546;9961;2289
Midtjylland;2020-05-05;F;5;0;0;546;9966;2289
Nordjylland;2020-05-05;F;2;0;0;546;9968;2289
Sjælland;2020-05-05;F;20;2;4;548;9988;2293
Syddanmark;2020-05-05;F;4;0;0;548;9992;2293
Hovedstaden;2020-05-05;M;40;2;5;550;10032;2298
Midtjylland;2020-05-05;M;3;0;0;550;10035;2298
Sjælland;2020-05-05;M;15;0;5;550;10050;2303
Syddanmark;2020-05-05;M;1;0;0;550;10051;2303
Hovedstaden;2020-05-06;F;55;0;1;550;10106;2304
Midtjylland;2020-05-06;F;2;0;0;550;10108;2304
Sjælland;2020-05-06;F;9;0;0;550;10117;2304
Syddanmark;2020-05-06;F;2;0;0;550;10119;2304
Hovedstaden;2020-05-06;M;27;0;4;550;10146;2308
Midtjylland;2020-05-06;M;4;0;0;550;10150;2308
Sjælland;2020-05-06;M;6;0;2;550;10156;2310
Hovedstaden;2020-05-07;F;44;0;2;550;10200;2312
Midtjylland;2020-05-07;F;5;0;0;550;10205;2312
Sjælland;2020-05-07;F;19;0;3;550;10224;2315
Syddanmark;2020-05-07;F;1;0;0;550;10225;2315
Hovedstaden;2020-05-07;M;32;0;4;550;10257;2319
Midtjylland;2020-05-07;M;5;0;0;550;10262;2319
Nordjylland;2020-05-07;M;1;0;0;550;10263;2319
Sjælland;2020-05-07;M;13;2;4;552;10276;2323
Syddanmark;2020-05-07;M;2;0;0;552;10278;2323
Hovedstaden;2020-05-08;F;31;3;4;555;10309;2327
Midtjylland;2020-05-08;F;4;0;0;555;10313;2327
Sjælland;2020-05-08;F;4;0;0;555;10317;2327
Syddanmark;2020-05-08;F;1;0;0;555;10318;2327
Hovedstaden;2020-05-08;M;21;1;4;556;10339;2331
Midtjylland;2020-05-08;M;1;0;0;556;10340;2331
Sjælland;2020-05-08;M;5;0;0;556;10345;2331
Syddanmark;2020-05-08;M;2;0;0;556;10347;2331
Hovedstaden;2020-05-09;F;24;1;5;557;10371;2336
Midtjylland;2020-05-09;F;2;0;2;557;10373;2338
Nordjylland;2020-05-09;F;1;0;0;557;10374;2338
Sjælland;2020-05-09;F;7;0;0;557;10381;2338
Hovedstaden;2020-05-09;M;24;1;5;558;10405;2343
Midtjylland;2020-05-09;M;2;0;0;558;10407;2343
Sjælland;2020-05-09;M;4;0;1;558;10411;2344
Hovedstaden;2020-05-10;F;20;0;2;558;10431;2346
Midtjylland;2020-05-10;F;2;0;0;558;10433;2346
Nordjylland;2020-05-10;F;2;0;0;558;10435;2346
Sjælland;2020-05-10;F;4;0;0;558;10439;2346
Syddanmark;2020-05-10;F;3;0;0;558;10442;2346
Hovedstaden;2020-05-10;M;18;0;2;558;10460;2348
Midtjylland;2020-05-10;M;1;0;0;558;10461;2348
Nordjylland;2020-05-10;M;2;0;0;558;10463;2348
Sjælland;2020-05-10;M;4;1;1;559;10467;2349
Syddanmark;2020-05-10;M;1;1;1;560;10468;2350
Hovedstaden;2020-05-11;F;28;0;4;560;10496;2354
Midtjylland;2020-05-11;F;2;0;1;560;10498;2355
Sjælland;2020-05-11;F;5;0;1;560;10503;2356
Syddanmark;2020-05-11;F;5;0;0;560;10508;2356
Hovedstaden;2020-05-11;M;22;0;1;560;10530;2357
Midtjylland;2020-05-11;M;1;0;0;560;10531;2357
Nordjylland;2020-05-11;M;1;0;0;560;10532;2357
Sjælland;2020-05-11;M;7;0;1;560;10539;2358
Syddanmark;2020-05-11;M;7;1;2;561;10546;2360
Hovedstaden;2020-05-12;F;20;0;4;561;10566;2364
Nordjylland;2020-05-12;F;1;0;0;561;10567;2364
Sjælland;2020-05-12;F;9;0;1;561;10576;2365
Syddanmark;2020-05-12;F;6;0;0;561;10582;2365
Hovedstaden;2020-05-12;M;15;1;1;562;10597;2366
Midtjylland;2020-05-12;M;1;0;0;562;10598;2366
Sjælland;2020-05-12;M;1;0;0;562;10599;2366
Syddanmark;2020-05-12;M;3;0;0;562;10602;2366
Hovedstaden;2020-05-13;F;26;1;1;563;10628;2367
Midtjylland;2020-05-13;F;3;0;1;563;10631;2368
Sjælland;2020-05-13;F;7;0;1;563;10638;2369
Syddanmark;2020-05-13;F;5;0;1;563;10643;2370
Hovedstaden;2020-05-13;M;15;0;0;563;10658;2370
Midtjylland;2020-05-13;M;1;0;0;563;10659;2370
Nordjylland;2020-05-13;M;1;0;0;563;10660;2370
Sjælland;2020-05-13;M;6;0;0;563;10666;2370
Syddanmark;2020-05-13;M;1;0;0;563;10667;2370
Hovedstaden;2020-05-14;F;22;0;2;563;10689;2372
Midtjylland;2020-05-14;F;1;0;0;563;10690;2372
Sjælland;2020-05-14;F;11;0;2;563;10701;2374
Syddanmark;2020-05-14;F;3;0;1;563;10704;2375
Hovedstaden;2020-05-14;M;13;0;2;563;10717;2377
Midtjylland;2020-05-14;M;3;0;0;563;10720;2377
Sjælland;2020-05-14;M;3;0;0;563;10723;2377
Syddanmark;2020-05-14;M;5;1;4;564;10728;2381
Hovedstaden;2020-05-15;F;26;1;2;565;10754;2383
Midtjylland;2020-05-15;F;4;0;0;565;10758;2383
Nordjylland;2020-05-15;F;1;0;1;565;10759;2384
Sjælland;2020-05-15;F;5;1;3;566;10764;2387
Syddanmark;2020-05-15;F;3;0;0;566;10767;2387
Hovedstaden;2020-05-15;M;32;0;3;566;10799;2390
Sjælland;2020-05-15;M;9;2;2;568;10808;2392
Syddanmark;2020-05-15;M;9;1;1;569;10817;2393
Hovedstaden;2020-05-16;F;8;0;0;569;10825;2393
Midtjylland;2020-05-16;F;3;0;1;569;10828;2394
Nordjylland;2020-05-16;F;1;0;0;569;10829;2394
Sjælland;2020-05-16;F;5;1;1;570;10834;2395
Syddanmark;2020-05-16;F;1;0;0;570;10835;2395
Hovedstaden;2020-05-16;M;10;0;0;570;10845;2395
Midtjylland;2020-05-16;M;1;0;0;570;10846;2395
Sjælland;2020-05-16;M;3;0;1;570;10849;2396
Syddanmark;2020-05-16;M;2;0;1;570;10851;2397
Hovedstaden;2020-05-17;F;18;0;2;570;10869;2399
Midtjylland;2020-05-17;F;5;0;2;570;10874;2401
Sjælland;2020-05-17;F;5;0;0;570;10879;2401
Syddanmark;2020-05-17;F;3;0;0;570;10882;2401
Hovedstaden;2020-05-17;M;13;0;1;570;10895;2402
Midtjylland;2020-05-17;M;3;0;0;570;10898;2402
Sjælland;2020-05-17;M;2;0;0;570;10900;2402
Syddanmark;2020-05-17;M;1;0;0;570;10901;2402
Hovedstaden;2020-05-18;F;31;1;3;571;10932;2405
Midtjylland;2020-05-18;F;4;0;2;571;10936;2407
Sjælland;2020-05-18;F;5;0;1;571;10941;2408
Syddanmark;2020-05-18;F;4;0;1;571;10945;2409
Hovedstaden;2020-05-18;M;23;1;1;572;10968;2410
Midtjylland;2020-05-18;M;3;0;1;572;10971;2411
Nordjylland;2020-05-18;M;1;0;0;572;10972;2411
Sjælland;2020-05-18;M;3;0;0;572;10975;2411
Syddanmark;2020-05-18;M;6;0;0;572;10981;2411
Hovedstaden;2020-05-19;F;23;0;2;572;11004;2413
Midtjylland;2020-05-19;F;1;0;1;572;11005;2414
Sjælland;2020-05-19;F;5;0;0;572;11010;2414
Syddanmark;2020-05-19;F;3;0;1;572;11013;2415
Hovedstaden;2020-05-19;M;18;1;1;573;11031;2416
Midtjylland;2020-05-19;M;4;0;0;573;11035;2416
Nordjylland;2020-05-19;M;2;0;0;573;11037;2416
Sjælland;2020-05-19;M;3;0;1;573;11040;2417
Syddanmark;2020-05-19;M;1;0;0;573;11041;2417
Hovedstaden;2020-05-20;F;27;2;4;575;11068;2421
Nordjylland;2020-05-20;F;1;0;0;575;11069;2421
Sjælland;2020-05-20;F;7;0;0;575;11076;2421
Syddanmark;2020-05-20;F;4;0;0;575;11080;2421
Hovedstaden;2020-05-20;M;25;2;3;577;11105;2424
Sjælland;2020-05-20;M;5;1;2;578;11110;2426
Hovedstaden;2020-05-21;F;11;0;1;578;11121;2427
Midtjylland;2020-05-21;F;1;0;1;578;11122;2428
Nordjylland;2020-05-21;F;1;0;1;578;11123;2429
Sjælland;2020-05-21;F;4;0;1;578;11127;2430
Hovedstaden;2020-05-21;M;13;0;2;578;11140;2432
Sjælland;2020-05-21;M;1;0;1;578;11141;2433
Hovedstaden;2020-05-22;F;29;3;7;581;11170;2440
Midtjylland;2020-05-22;F;1;0;0;581;11171;2440
Nordjylland;2020-05-22;F;2;0;0;581;11173;2440
Sjælland;2020-05-22;F;6;0;1;581;11179;2441
Syddanmark;2020-05-22;F;1;0;0;581;11180;2441
Hovedstaden;2020-05-22;M;19;1;4;582;11199;2445
Midtjylland;2020-05-22;M;2;0;1;582;11201;2446
Sjælland;2020-05-22;M;8;1;2;583;11209;2448
Syddanmark;2020-05-22;M;3;0;0;583;11212;2448
Hovedstaden;2020-05-23;F;14;0;2;583;11226;2450
Midtjylland;2020-05-23;F;1;0;0;583;11227;2450
Sjælland;2020-05-23;F;3;1;1;584;11230;2451
Hovedstaden;2020-05-23;M;15;0;3;584;11245;2454
Midtjylland;2020-05-23;M;1;0;1;584;11246;2455
Sjælland;2020-05-23;M;1;0;0;584;11247;2455
Hovedstaden;2020-05-24;F;15;0;2;584;11262;2457
Sjælland;2020-05-24;F;5;0;1;584;11267;2458
Syddanmark;2020-05-24;F;1;0;0;584;11268;2458
Hovedstaden;2020-05-24;M;13;0;3;584;11281;2461
Hovedstaden;2020-05-25;F;25;1;3;585;11306;2464
Midtjylland;2020-05-25;F;1;0;0;585;11307;2464
Sjælland;2020-05-25;F;2;0;0;585;11309;2464
Syddanmark;2020-05-25;F;2;0;1;585;11311;2465
Hovedstaden;2020-05-25;M;18;0;0;585;11329;2465
Nordjylland;2020-05-25;M;1;0;0;585;11330;2465
Sjælland;2020-05-25;M;3;0;0;585;11333;2465
Hovedstaden;2020-05-26;F;27;2;5;587;11360;2470
Nordjylland;2020-05-26;F;2;0;0;587;11362;2470
Sjælland;2020-05-26;F;7;0;0;587;11369;2470
Syddanmark;2020-05-26;F;3;0;2;587;11372;2472
Hovedstaden;2020-05-26;M;19;0;4;587;11391;2476
Midtjylland;2020-05-26;M;2;0;0;587;11393;2476
Syddanmark;2020-05-26;M;2;0;1;587;11395;2477
Hovedstaden;2020-05-27;F;24;1;3;588;11419;2480
Midtjylland;2020-05-27;F;1;0;0;588;11420;2480
Sjælland;2020-05-27;F;2;0;0;588;11422;2480
Hovedstaden;2020-05-27;M;18;1;5;589;11440;2485
Midtjylland;2020-05-27;M;1;0;0;589;11441;2485
Sjælland;2020-05-27;M;6;0;2;589;11447;2487
Hovedstaden;2020-05-28;F;19;0;2;589;11466;2489
Sjælland;2020-05-28;F;5;0;2;589;11471;2491
Syddanmark;2020-05-28;F;1;0;0;589;11472;2491
Hovedstaden;2020-05-28;M;9;1;3;590;11481;2494
Sjælland;2020-05-28;M;2;0;0;590;11483;2494
Syddanmark;2020-05-28;M;1;0;0;590;11484;2494
Hovedstaden;2020-05-29;F;15;1;1;591;11499;2495
Sjælland;2020-05-29;F;3;0;1;591;11502;2496
Syddanmark;2020-05-29;F;1;0;0;591;11503;2496
Hovedstaden;2020-05-29;M;13;2;2;593;11516;2498
Sjælland;2020-05-29;M;8;0;2;593;11524;2500
Syddanmark;2020-05-29;M;2;0;0;593;11526;2500
Hovedstaden;2020-05-30;F;9;0;2;593;11535;2502
Sjælland;2020-05-30;F;7;0;1;593;11542;2503
Hovedstaden;2020-05-30;M;14;1;2;594;11556;2505
Sjælland;2020-05-30;M;2;0;0;594;11558;2505
Syddanmark;2020-05-30;M;1;0;1;594;11559;2506
Hovedstaden;2020-05-31;F;10;0;1;594;11569;2507
Sjælland;2020-05-31;F;5;0;0;594;11574;2507
Hovedstaden;2020-05-31;M;6;0;0;594;11580;2507
Sjælland;2020-05-31;M;1;0;0;594;11581;2507
Hovedstaden;2020-06-01;F;16;0;1;594;11597;2508
Sjælland;2020-06-01;F;2;0;0;594;11599;2508
Hovedstaden;2020-06-01;M;6;0;1;594;11605;2509
Midtjylland;2020-06-01;M;3;0;1;594;11608;2510
Sjælland;2020-06-01;M;6;0;2;594;11614;2512
Syddanmark;2020-06-01;M;2;0;1;594;11616;2513
Hovedstaden;2020-06-02;F;23;0;0;594;11639;2513
Midtjylland;2020-06-02;F;2;0;0;594;11641;2513
Sjælland;2020-06-02;F;12;0;1;594;11653;2514
Syddanmark;2020-06-02;F;3;0;0;594;11656;2514
Hovedstaden;2020-06-02;M;9;0;0;594;11665;2514
Midtjylland;2020-06-02;M;1;0;0;594;11666;2514
Sjælland;2020-06-02;M;4;0;1;594;11670;2515
Syddanmark;2020-06-02;M;1;0;0;594;11671;2515
Hovedstaden;2020-06-03;F;24;0;1;594;11695;2516
Sjælland;2020-06-03;F;9;0;1;594;11704;2517
Syddanmark;2020-06-03;F;1;0;0;594;11705;2517
Hovedstaden;2020-06-03;M;9;0;0;594;11714;2517
Sjælland;2020-06-03;M;9;0;0;594;11723;2517
Hovedstaden;2020-06-04;F;18;0;1;594;11741;2518
Sjælland;2020-06-04;F;4;0;0;594;11745;2518
Syddanmark;2020-06-04;F;1;0;0;594;11746;2518
Hovedstaden;2020-06-04;M;8;1;1;595;11754;2519
Midtjylland;2020-06-04;M;5;0;0;595;11759;2519
Sjælland;2020-06-04;M;2;0;0;595;11761;2519
Syddanmark;2020-06-04;M;3;1;1;596;11764;2520
Hovedstaden;2020-06-05;F;14;0;2;596;11778;2522
Sjælland;2020-06-05;F;2;0;0;596;11780;2522
Hovedstaden;2020-06-05;M;14;0;1;596;11794;2523
Sjælland;2020-06-05;M;2;0;0;596;11796;2523
Syddanmark;2020-06-05;M;2;0;2;596;11798;2525
Hovedstaden;2020-06-06;F;7;0;1;596;11805;2526
Midtjylland;2020-06-06;F;1;0;0;596;11806;2526
Sjælland;2020-06-06;F;2;0;0;596;11808;2526
Hovedstaden;2020-06-06;M;4;0;0;596;11812;2526
Syddanmark;2020-06-06;M;1;0;0;596;11813;2526
Hovedstaden;2020-06-07;F;4;0;1;596;11817;2527
Hovedstaden;2020-06-07;M;10;0;1;596;11827;2528
Hovedstaden;2020-06-08;F;14;0;1;596;11841;2529
Midtjylland;2020-06-08;F;1;0;0;596;11842;2529
Nordjylland;2020-06-08;F;1;0;0;596;11843;2529
Sjælland;2020-06-08;F;1;0;0;596;11844;2529
Syddanmark;2020-06-08;F;3;0;0;596;11847;2529
Hovedstaden;2020-06-08;M;15;1;2;597;11862;2531
Midtjylland;2020-06-08;M;2;0;0;597;11864;2531
Sjælland;2020-06-08;M;1;0;0;597;11865;2531
Syddanmark;2020-06-08;M;5;0;0;597;11870;2531
Hovedstaden;2020-06-09;F;10;0;0;597;11880;2531
Sjælland;2020-06-09;F;3;0;0;597;11883;2531
Hovedstaden;2020-06-09;M;11;0;0;597;11894;2531
Midtjylland;2020-06-09;M;1;0;0;597;11895;2531
Sjælland;2020-06-09;M;1;0;0;597;11896;2531
Syddanmark;2020-06-09;M;2;0;0;597;11898;2531
Hovedstaden;2020-06-10;F;10;0;1;597;11908;2532
Midtjylland;2020-06-10;F;2;0;1;597;11910;2533
Nordjylland;2020-06-10;F;6;0;1;597;11916;2534
Sjælland;2020-06-10;F;3;0;1;597;11919;2535
Syddanmark;2020-06-10;F;1;0;0;597;11920;2535
Hovedstaden;2020-06-10;M;9;0;0;597;11929;2535
Nordjylland;2020-06-10;M;3;1;0;598;11932;2535
Sjælland;2020-06-10;M;4;0;0;598;11936;2535
Hovedstaden;2020-06-11;F;19;0;0;598;11955;2535
Midtjylland;2020-06-11;F;1;0;0;598;11956;2535
Nordjylland;2020-06-11;F;1;0;0;598;11957;2535
Sjælland;2020-06-11;F;6;0;0;598;11963;2535
Hovedstaden;2020-06-11;M;17;0;2;598;11980;2537
Nordjylland;2020-06-11;M;1;0;1;598;11981;2538
Sjælland;2020-06-11;M;3;0;0;598;11984;2538
Hovedstaden;2020-06-12;F;13;0;1;598;11997;2539
Midtjylland;2020-06-12;F;2;0;0;598;11999;2539
Nordjylland;2020-06-12;F;19;1;4;599;12018;2543
Sjælland;2020-06-12;F;2;1;1;600;12020;2544
Hovedstaden;2020-06-12;M;13;0;2;600;12033;2546
Midtjylland;2020-06-12;M;2;0;0;600;12035;2546
Nordjylland;2020-06-12;M;6;0;1;600;12041;2547
Sjælland;2020-06-12;M;2;0;1;600;12043;2548
Syddanmark;2020-06-12;M;1;0;0;600;12044;2548
Hovedstaden;2020-06-13;F;7;0;1;600;12051;2549
Midtjylland;2020-06-13;F;2;0;0;600;12053;2549
Sjælland;2020-06-13;F;3;0;1;600;12056;2550
Hovedstaden;2020-06-13;M;12;1;3;601;12068;2553
Sjælland;2020-06-13;M;3;0;1;601;12071;2554
Hovedstaden;2020-06-14;F;3;0;0;601;12074;2554
Midtjylland;2020-06-14;F;1;0;0;601;12075;2554
Nordjylland;2020-06-14;F;5;0;1;601;12080;2555
Hovedstaden;2020-06-14;M;6;0;1;601;12086;2556
Nordjylland;2020-06-14;M;3;1;1;602;12089;2557
Sjælland;2020-06-14;M;2;0;0;602;12091;2557
Hovedstaden;2020-06-15;F;15;1;3;603;12106;2560
Nordjylland;2020-06-15;F;2;0;0;603;12108;2560
Sjælland;2020-06-15;F;1;0;0;603;12109;2560
Hovedstaden;2020-06-15;M;16;1;2;604;12125;2562
Midtjylland;2020-06-15;M;1;0;1;604;12126;2563
Nordjylland;2020-06-15;M;1;0;0;604;12127;2563
Sjælland;2020-06-15;M;3;0;0;604;12130;2563
Hovedstaden;2020-06-16;F;15;0;0;604;12145;2563
Midtjylland;2020-06-16;F;4;0;1;604;12149;2564
Nordjylland;2020-06-16;F;3;0;1;604;12152;2565
Sjælland;2020-06-16;F;4;0;1;604;12156;2566
Hovedstaden;2020-06-16;M;10;0;2;604;12166;2568
Midtjylland;2020-06-16;M;1;0;0;604;12167;2568
Nordjylland;2020-06-16;M;4;0;0;604;12171;2568
Sjælland;2020-06-16;M;3;0;1;604;12174;2569
Syddanmark;2020-06-16;M;1;0;0;604;12175;2569
Hovedstaden;2020-06-17;F;21;0;1;604;12196;2570
Midtjylland;2020-06-17;F;1;0;0;604;12197;2570
Nordjylland;2020-06-17;F;14;0;2;604;12211;2572
Sjælland;2020-06-17;F;7;0;0;604;12218;2572
Syddanmark;2020-06-17;F;1;0;0;604;12219;2572
Hovedstaden;2020-06-17;M;20;0;1;604;12239;2573
Midtjylland;2020-06-17;M;2;0;0;604;12241;2573
Nordjylland;2020-06-17;M;2;0;1;604;12243;2574
Sjælland;2020-06-17;M;5;0;1;604;12248;2575
Syddanmark;2020-06-17;M;1;0;1;604;12249;2576
Hovedstaden;2020-06-18;F;17;0;0;604;12266;2576
Midtjylland;2020-06-18;F;1;0;0;604;12267;2576
Nordjylland;2020-06-18;F;1;0;0;604;12268;2576
Sjælland;2020-06-18;F;4;0;2;604;12272;2578
Hovedstaden;2020-06-18;M;18;0;0;604;12290;2578
Nordjylland;2020-06-18;M;1;0;0;604;12291;2578
Sjælland;2020-06-18;M;2;0;0;604;12293;2578
Syddanmark;2020-06-18;M;1;0;0;604;12294;2578
Hovedstaden;2020-06-19;F;15;0;2;604;12309;2580
Sjælland;2020-06-19;F;7;0;1;604;12316;2581
Hovedstaden;2020-06-19;M;9;0;0;604;12325;2581
Midtjylland;2020-06-19;M;2;0;0;604;12327;2581
Nordjylland;2020-06-19;M;1;0;0;604;12328;2581
Sjælland;2020-06-19;M;8;0;0;604;12336;2581
Hovedstaden;2020-06-20;F;18;0;0;604;12354;2581
Nordjylland;2020-06-20;F;2;0;0;604;12356;2581
Sjælland;2020-06-20;F;3;0;0;604;12359;2581
Hovedstaden;2020-06-20;M;12;0;0;604;12371;2581
Midtjylland;2020-06-20;M;2;0;0;604;12373;2581
Sjælland;2020-06-20;M;1;0;0;604;12374;2581
Hovedstaden;2020-06-21;F;16;0;0;604;12390;2581
Nordjylland;2020-06-21;F;1;0;1;604;12391;2582
Syddanmark;2020-06-21;F;1;0;0;604;12392;2582
Hovedstaden;2020-06-21;M;9;0;1;604;12401;2583
Midtjylland;2020-06-21;M;1;0;0;604;12402;2583
Nordjylland;2020-06-21;M;2;0;2;604;12404;2585
Sjælland;2020-06-21;M;1;0;0;604;12405;2585
Hovedstaden;2020-06-22;F;22;0;1;604;12427;2586
Nordjylland;2020-06-22;F;2;0;1;604;12429;2587
Sjælland;2020-06-22;F;1;0;0;604;12430;2587
Hovedstaden;2020-06-22;M;17;0;1;604;12447;2588
Midtjylland;2020-06-22;M;1;0;0;604;12448;2588
Nordjylland;2020-06-22;M;1;0;0;604;12449;2588
Sjælland;2020-06-22;M;1;0;1;604;12450;2589
Hovedstaden;2020-06-23;F;4;0;1;604;12454;2590
Midtjylland;2020-06-23;F;3;0;0;604;12457;2590
Nordjylland;2020-06-23;F;1;0;0;604;12458;2590
Syddanmark;2020-06-23;F;2;0;0;604;12460;2590
Hovedstaden;2020-06-23;M;4;0;0;604;12464;2590
Midtjylland;2020-06-23;M;1;0;0;604;12465;2590
Nordjylland;2020-06-23;M;3;0;1;604;12468;2591
Sjælland;2020-06-23;M;1;0;0;604;12469;2591
Hovedstaden;2020-06-24;F;9;0;2;604;12478;2593
Midtjylland;2020-06-24;F;2;0;0;604;12480;2593
Nordjylland;2020-06-24;F;7;0;1;604;12487;2594
Sjælland;2020-06-24;F;2;0;1;604;12489;2595
