"Kommune";"Kommunenavn";"Dato";"Bekræftede tilfælde"
326;Kalundborg;2020-03-27;2
329;Ringsted;2020-03-27;2
330;Slagelse;2020-03-27;6
360;Lolland;2020-03-27;1
376;Guldborgsund;2020-03-27;1
400;Bornholm;2020-03-27;3
430;Faaborg-Midtfyn;2020-03-27;1
450;Nyborg;2020-03-27;1
461;Odense;2020-03-27;5
479;Svendborg;2020-03-27;4
480;Nordfyn;2020-03-27;1
482;Langeland;2020-03-27;1
550;Tønder;2020-03-27;1
561;Esbjerg;2020-03-27;9
575;Vejen;2020-03-27;1
580;Aabenraa;2020-03-27;1
607;Fredericia;2020-03-27;2
615;Horsens;2020-03-27;1
621;Kolding;2020-03-27;2
630;Vejle;2020-03-27;2
657;Herning;2020-03-27;5
661;Holstebro;2020-03-27;4
671;Struer;2020-03-27;2
710;Favrskov;2020-03-27;2
730;Randers;2020-03-27;1
751;Århus;2020-03-27;5
760;Ringkøbing-Skjern;2020-03-27;4
787;Thisted;2020-03-27;2
791;Viborg;2020-03-27;1
813;Frederikshavn;2020-03-27;1
846;Mariagerfjord;2020-03-27;1
849;Jammerbugt;2020-03-27;1
851;Aalborg;2020-03-27;5
101;København;2020-03-28;53
147;Frederiksberg;2020-03-28;8
151;Ballerup;2020-03-28;3
155;Dragør;2020-03-28;1
157;Gentofte;2020-03-28;1
159;Gladsaxe;2020-03-28;5
161;Glostrup;2020-03-28;1
163;Herlev;2020-03-28;3
165;Albertslund;2020-03-28;1
167;Hvidovre;2020-03-28;4
169;Høje Tåstrup;2020-03-28;11
173;Lyngby-Taarbæk;2020-03-28;5
175;Rødovre;2020-03-28;4
183;Ishøj;2020-03-28;1
201;Allerød;2020-03-28;1
210;Fredensborg;2020-03-28;1
219;Hillerød;2020-03-28;5
223;Hørsholm;2020-03-28;1
230;Rudersdal;2020-03-28;1
240;Egedal;2020-03-28;1
250;Frederikssund;2020-03-28;1
253;Greve;2020-03-28;1
260;Halsnæs;2020-03-28;1
265;Roskilde;2020-03-28;1
269;Solrød;2020-03-28;2
270;Gribskov;2020-03-28;7
306;Odsherred;2020-03-28;1
320;Faxe;2020-03-28;4
326;Kalundborg;2020-03-28;1
329;Ringsted;2020-03-28;1
330;Slagelse;2020-03-28;6
336;Stevns;2020-03-28;2
340;Sorø;2020-03-28;1
370;Næstved;2020-03-28;3
390;Vordingborg;2020-03-28;1
400;Bornholm;2020-03-28;1
420;Assens;2020-03-28;1
450;Nyborg;2020-03-28;2
461;Odense;2020-03-28;6
479;Svendborg;2020-03-28;1
510;Haderslev;2020-03-28;1
561;Esbjerg;2020-03-28;6
573;Varde;2020-03-28;1
575;Vejen;2020-03-28;2
615;Horsens;2020-03-28;1
630;Vejle;2020-03-28;3
657;Herning;2020-03-28;5
661;Holstebro;2020-03-28;4
740;Silkeborg;2020-03-28;1
746;Skanderborg;2020-03-28;2
751;Århus;2020-03-28;2
760;Ringkøbing-Skjern;2020-03-28;4
766;Hedensted;2020-03-28;1
791;Viborg;2020-03-28;1
810;Brønderslev;2020-03-28;2
820;Vesthimmerland;2020-03-28;2
825;Læsø;2020-03-28;1
846;Mariagerfjord;2020-03-28;1
851;Aalborg;2020-03-28;4
860;Hjørring;2020-03-28;1
101;København;2020-03-29;40
147;Frederiksberg;2020-03-29;5
151;Ballerup;2020-03-29;1
153;Brøndby;2020-03-29;2
157;Gentofte;2020-03-29;4
159;Gladsaxe;2020-03-29;2
161;Glostrup;2020-03-29;5
163;Herlev;2020-03-29;1
165;Albertslund;2020-03-29;1
167;Hvidovre;2020-03-29;3
169;Høje Tåstrup;2020-03-29;3
173;Lyngby-Taarbæk;2020-03-29;3
175;Rødovre;2020-03-29;2
185;Tårnby;2020-03-29;1
190;Furesø;2020-03-29;2
210;Fredensborg;2020-03-29;1
217;Helsingør;2020-03-29;1
219;Hillerød;2020-03-29;1
223;Hørsholm;2020-03-29;3
230;Rudersdal;2020-03-29;1
253;Greve;2020-03-29;1
259;Køge;2020-03-29;2
265;Roskilde;2020-03-29;1
270;Gribskov;2020-03-29;1
330;Slagelse;2020-03-29;3
340;Sorø;2020-03-29;2
350;Lejre;2020-03-29;1
370;Næstved;2020-03-29;3
376;Guldborgsund;2020-03-29;1
390;Vordingborg;2020-03-29;1
420;Assens;2020-03-29;1
450;Nyborg;2020-03-29;1
461;Odense;2020-03-29;1
550;Tønder;2020-03-29;1
561;Esbjerg;2020-03-29;1
573;Varde;2020-03-29;1
607;Fredericia;2020-03-29;1
621;Kolding;2020-03-29;4
630;Vejle;2020-03-29;1
706;Syddjurs;2020-03-29;2
707;Norddjurs;2020-03-29;1
746;Skanderborg;2020-03-29;1
751;Århus;2020-03-29;1
756;Ikast-Brande;2020-03-29;1
760;Ringkøbing-Skjern;2020-03-29;1
791;Viborg;2020-03-29;1
810;Brønderslev;2020-03-29;1
849;Jammerbugt;2020-03-29;2
851;Aalborg;2020-03-29;5
860;Hjørring;2020-03-29;1
101;København;2020-03-30;48
147;Frederiksberg;2020-03-30;17
151;Ballerup;2020-03-30;5
153;Brøndby;2020-03-30;2
155;Dragør;2020-03-30;1
157;Gentofte;2020-03-30;8
159;Gladsaxe;2020-03-30;4
161;Glostrup;2020-03-30;4
163;Herlev;2020-03-30;2
165;Albertslund;2020-03-30;4
167;Hvidovre;2020-03-30;7
169;Høje Tåstrup;2020-03-30;4
173;Lyngby-Taarbæk;2020-03-30;5
175;Rødovre;2020-03-30;5
183;Ishøj;2020-03-30;5
185;Tårnby;2020-03-30;2
187;Vallensbæk;2020-03-30;2
190;Furesø;2020-03-30;2
201;Allerød;2020-03-30;2
210;Fredensborg;2020-03-30;1
217;Helsingør;2020-03-30;3
219;Hillerød;2020-03-30;1
223;Hørsholm;2020-03-30;3
230;Rudersdal;2020-03-30;5
240;Egedal;2020-03-30;7
250;Frederikssund;2020-03-30;3
253;Greve;2020-03-30;4
259;Køge;2020-03-30;6
260;Halsnæs;2020-03-30;1
265;Roskilde;2020-03-30;12
269;Solrød;2020-03-30;1
270;Gribskov;2020-03-30;3
316;Holbæk;2020-03-30;2
320;Faxe;2020-03-30;2
326;Kalundborg;2020-03-30;2
329;Ringsted;2020-03-30;3
330;Slagelse;2020-03-30;7
340;Sorø;2020-03-30;3
350;Lejre;2020-03-30;3
360;Lolland;2020-03-30;5
370;Næstved;2020-03-30;3
376;Guldborgsund;2020-03-30;2
390;Vordingborg;2020-03-30;1
400;Bornholm;2020-03-30;5
410;Middelfart;2020-03-30;2
420;Assens;2020-03-30;1
430;Faaborg-Midtfyn;2020-03-30;1
440;Kerteminde;2020-03-30;2
450;Nyborg;2020-03-30;2
461;Odense;2020-03-30;8
479;Svendborg;2020-03-30;4
530;Billund;2020-03-30;1
540;Sønderborg;2020-03-30;1
561;Esbjerg;2020-03-30;6
575;Vejen;2020-03-30;1
580;Aabenraa;2020-03-30;1
607;Fredericia;2020-03-30;3
615;Horsens;2020-03-30;1
621;Kolding;2020-03-30;1
630;Vejle;2020-03-30;6
657;Herning;2020-03-30;8
661;Holstebro;2020-03-30;8
665;Lemvig;2020-03-30;1
706;Syddjurs;2020-03-30;1
710;Favrskov;2020-03-30;1
730;Randers;2020-03-30;2
740;Silkeborg;2020-03-30;2
746;Skanderborg;2020-03-30;1
751;Århus;2020-03-30;11
760;Ringkøbing-Skjern;2020-03-30;3
787;Thisted;2020-03-30;1
791;Viborg;2020-03-30;2
810;Brønderslev;2020-03-30;2
820;Vesthimmerland;2020-03-30;1
840;Rebild;2020-03-30;2
851;Aalborg;2020-03-30;3
860;Hjørring;2020-03-30;2
101;København;2020-03-31;48
147;Frederiksberg;2020-03-31;10
151;Ballerup;2020-03-31;6
153;Brøndby;2020-03-31;5
157;Gentofte;2020-03-31;6
159;Gladsaxe;2020-03-31;6
161;Glostrup;2020-03-31;4
163;Herlev;2020-03-31;3
167;Hvidovre;2020-03-31;3
169;Høje Tåstrup;2020-03-31;5
173;Lyngby-Taarbæk;2020-03-31;2
175;Rødovre;2020-03-31;1
183;Ishøj;2020-03-31;2
185;Tårnby;2020-03-31;1
187;Vallensbæk;2020-03-31;4
190;Furesø;2020-03-31;2
219;Hillerød;2020-03-31;2
230;Rudersdal;2020-03-31;1
240;Egedal;2020-03-31;5
250;Frederikssund;2020-03-31;3
253;Greve;2020-03-31;2
259;Køge;2020-03-31;3
260;Halsnæs;2020-03-31;1
265;Roskilde;2020-03-31;2
269;Solrød;2020-03-31;2
270;Gribskov;2020-03-31;4
316;Holbæk;2020-03-31;2
320;Faxe;2020-03-31;2
329;Ringsted;2020-03-31;3
330;Slagelse;2020-03-31;9
336;Stevns;2020-03-31;1
340;Sorø;2020-03-31;3
350;Lejre;2020-03-31;3
360;Lolland;2020-03-31;1
370;Næstved;2020-03-31;5
420;Assens;2020-03-31;1
450;Nyborg;2020-03-31;1
461;Odense;2020-03-31;8
479;Svendborg;2020-03-31;2
492;Ærø;2020-03-31;1
550;Tønder;2020-03-31;1
561;Esbjerg;2020-03-31;4
573;Varde;2020-03-31;2
607;Fredericia;2020-03-31;1
621;Kolding;2020-03-31;2
630;Vejle;2020-03-31;1
657;Herning;2020-03-31;13
661;Holstebro;2020-03-31;15
665;Lemvig;2020-03-31;1
671;Struer;2020-03-31;1
706;Syddjurs;2020-03-31;1
730;Randers;2020-03-31;1
740;Silkeborg;2020-03-31;2
751;Århus;2020-03-31;6
756;Ikast-Brande;2020-03-31;2
760;Ringkøbing-Skjern;2020-03-31;5
791;Viborg;2020-03-31;3
810;Brønderslev;2020-03-31;9
813;Frederikshavn;2020-03-31;2
820;Vesthimmerland;2020-03-31;3
851;Aalborg;2020-03-31;2
860;Hjørring;2020-03-31;2
101;København;2020-04-01;44
147;Frederiksberg;2020-04-01;8
151;Ballerup;2020-04-01;4
153;Brøndby;2020-04-01;2
157;Gentofte;2020-04-01;6
159;Gladsaxe;2020-04-01;4
161;Glostrup;2020-04-01;4
163;Herlev;2020-04-01;5
165;Albertslund;2020-04-01;1
167;Hvidovre;2020-04-01;13
169;Høje Tåstrup;2020-04-01;6
173;Lyngby-Taarbæk;2020-04-01;4
175;Rødovre;2020-04-01;6
183;Ishøj;2020-04-01;1
185;Tårnby;2020-04-01;1
187;Vallensbæk;2020-04-01;1
190;Furesø;2020-04-01;1
201;Allerød;2020-04-01;1
217;Helsingør;2020-04-01;5
219;Hillerød;2020-04-01;1
223;Hørsholm;2020-04-01;1
230;Rudersdal;2020-04-01;8
240;Egedal;2020-04-01;4
250;Frederikssund;2020-04-01;2
259;Køge;2020-04-01;2
260;Halsnæs;2020-04-01;3
265;Roskilde;2020-04-01;1
269;Solrød;2020-04-01;1
316;Holbæk;2020-04-01;4
320;Faxe;2020-04-01;1
326;Kalundborg;2020-04-01;2
329;Ringsted;2020-04-01;2
330;Slagelse;2020-04-01;10
340;Sorø;2020-04-01;1
360;Lolland;2020-04-01;3
370;Næstved;2020-04-01;3
376;Guldborgsund;2020-04-01;2
390;Vordingborg;2020-04-01;1
400;Bornholm;2020-04-01;4
410;Middelfart;2020-04-01;3
440;Kerteminde;2020-04-01;2
461;Odense;2020-04-01;4
479;Svendborg;2020-04-01;4
480;Nordfyn;2020-04-01;1
540;Sønderborg;2020-04-01;1
550;Tønder;2020-04-01;2
561;Esbjerg;2020-04-01;5
573;Varde;2020-04-01;2
575;Vejen;2020-04-01;2
580;Aabenraa;2020-04-01;2
615;Horsens;2020-04-01;2
621;Kolding;2020-04-01;4
630;Vejle;2020-04-01;4
657;Herning;2020-04-01;11
661;Holstebro;2020-04-01;9
665;Lemvig;2020-04-01;1
671;Struer;2020-04-01;4
740;Silkeborg;2020-04-01;6
751;Århus;2020-04-01;14
756;Ikast-Brande;2020-04-01;2
760;Ringkøbing-Skjern;2020-04-01;2
787;Thisted;2020-04-01;1
791;Viborg;2020-04-01;3
810;Brønderslev;2020-04-01;1
820;Vesthimmerland;2020-04-01;8
840;Rebild;2020-04-01;2
851;Aalborg;2020-04-01;4
101;København;2020-04-02;60
147;Frederiksberg;2020-04-02;16
151;Ballerup;2020-04-02;7
153;Brøndby;2020-04-02;5
155;Dragør;2020-04-02;2
157;Gentofte;2020-04-02;5
159;Gladsaxe;2020-04-02;8
161;Glostrup;2020-04-02;5
163;Herlev;2020-04-02;5
165;Albertslund;2020-04-02;4
167;Hvidovre;2020-04-02;6
169;Høje Tåstrup;2020-04-02;4
173;Lyngby-Taarbæk;2020-04-02;3
175;Rødovre;2020-04-02;3
183;Ishøj;2020-04-02;2
185;Tårnby;2020-04-02;5
187;Vallensbæk;2020-04-02;3
190;Furesø;2020-04-02;3
210;Fredensborg;2020-04-02;5
217;Helsingør;2020-04-02;10
219;Hillerød;2020-04-02;3
223;Hørsholm;2020-04-02;5
230;Rudersdal;2020-04-02;6
240;Egedal;2020-04-02;2
250;Frederikssund;2020-04-02;4
253;Greve;2020-04-02;2
259;Køge;2020-04-02;9
265;Roskilde;2020-04-02;7
269;Solrød;2020-04-02;1
270;Gribskov;2020-04-02;3
306;Odsherred;2020-04-02;2
316;Holbæk;2020-04-02;9
320;Faxe;2020-04-02;1
326;Kalundborg;2020-04-02;2
330;Slagelse;2020-04-02;15
336;Stevns;2020-04-02;1
340;Sorø;2020-04-02;4
350;Lejre;2020-04-02;1
360;Lolland;2020-04-02;3
370;Næstved;2020-04-02;6
376;Guldborgsund;2020-04-02;2
400;Bornholm;2020-04-02;2
410;Middelfart;2020-04-02;3
420;Assens;2020-04-02;2
430;Faaborg-Midtfyn;2020-04-02;1
440;Kerteminde;2020-04-02;2
450;Nyborg;2020-04-02;2
461;Odense;2020-04-02;7
479;Svendborg;2020-04-02;4
480;Nordfyn;2020-04-02;1
492;Ærø;2020-04-02;1
510;Haderslev;2020-04-02;2
540;Sønderborg;2020-04-02;1
550;Tønder;2020-04-02;1
561;Esbjerg;2020-04-02;6
573;Varde;2020-04-02;1
580;Aabenraa;2020-04-02;1
607;Fredericia;2020-04-02;4
615;Horsens;2020-04-02;3
621;Kolding;2020-04-02;6
630;Vejle;2020-04-02;8
657;Herning;2020-04-02;3
661;Holstebro;2020-04-02;7
665;Lemvig;2020-04-02;1
706;Syddjurs;2020-04-02;1
730;Randers;2020-04-02;3
740;Silkeborg;2020-04-02;5
746;Skanderborg;2020-04-02;1
751;Århus;2020-04-02;16
756;Ikast-Brande;2020-04-02;3
779;Skive;2020-04-02;3
791;Viborg;2020-04-02;4
810;Brønderslev;2020-04-02;6
813;Frederikshavn;2020-04-02;1
820;Vesthimmerland;2020-04-02;7
840;Rebild;2020-04-02;1
849;Jammerbugt;2020-04-02;1
851;Aalborg;2020-04-02;9
860;Hjørring;2020-04-02;1
101;København;2020-04-03;97
147;Frederiksberg;2020-04-03;11
151;Ballerup;2020-04-03;6
153;Brøndby;2020-04-03;10
155;Dragør;2020-04-03;1
157;Gentofte;2020-04-03;6
159;Gladsaxe;2020-04-03;13
161;Glostrup;2020-04-03;8
163;Herlev;2020-04-03;8
165;Albertslund;2020-04-03;4
167;Hvidovre;2020-04-03;17
169;Høje Tåstrup;2020-04-03;3
173;Lyngby-Taarbæk;2020-04-03;9
175;Rødovre;2020-04-03;5
185;Tårnby;2020-04-03;6
187;Vallensbæk;2020-04-03;6
190;Furesø;2020-04-03;2
201;Allerød;2020-04-03;1
210;Fredensborg;2020-04-03;1
217;Helsingør;2020-04-03;5
219;Hillerød;2020-04-03;4
223;Hørsholm;2020-04-03;5
230;Rudersdal;2020-04-03;2
240;Egedal;2020-04-03;9
250;Frederikssund;2020-04-03;6
253;Greve;2020-04-03;2
259;Køge;2020-04-03;4
260;Halsnæs;2020-04-03;2
265;Roskilde;2020-04-03;3
270;Gribskov;2020-04-03;3
306;Odsherred;2020-04-03;1
316;Holbæk;2020-04-03;9
320;Faxe;2020-04-03;1
326;Kalundborg;2020-04-03;4
329;Ringsted;2020-04-03;1
330;Slagelse;2020-04-03;14
336;Stevns;2020-04-03;1
340;Sorø;2020-04-03;3
350;Lejre;2020-04-03;2
360;Lolland;2020-04-03;2
370;Næstved;2020-04-03;3
376;Guldborgsund;2020-04-03;2
400;Bornholm;2020-04-03;8
410;Middelfart;2020-04-03;3
420;Assens;2020-04-03;1
430;Faaborg-Midtfyn;2020-04-03;2
461;Odense;2020-04-03;13
479;Svendborg;2020-04-03;6
480;Nordfyn;2020-04-03;2
530;Billund;2020-04-03;1
540;Sønderborg;2020-04-03;2
550;Tønder;2020-04-03;1
561;Esbjerg;2020-04-03;7
575;Vejen;2020-04-03;1
580;Aabenraa;2020-04-03;3
607;Fredericia;2020-04-03;4
615;Horsens;2020-04-03;2
621;Kolding;2020-04-03;7
630;Vejle;2020-04-03;9
657;Herning;2020-04-03;19
661;Holstebro;2020-04-03;12
665;Lemvig;2020-04-03;2
730;Randers;2020-04-03;1
740;Silkeborg;2020-04-03;2
746;Skanderborg;2020-04-03;3
751;Århus;2020-04-03;19
756;Ikast-Brande;2020-04-03;1
760;Ringkøbing-Skjern;2020-04-03;3
766;Hedensted;2020-04-03;2
779;Skive;2020-04-03;2
787;Thisted;2020-04-03;2
791;Viborg;2020-04-03;3
810;Brønderslev;2020-04-03;5
813;Frederikshavn;2020-04-03;2
820;Vesthimmerland;2020-04-03;5
846;Mariagerfjord;2020-04-03;4
849;Jammerbugt;2020-04-03;2
851;Aalborg;2020-04-03;7
860;Hjørring;2020-04-03;1
101;København;2020-04-04;93
147;Frederiksberg;2020-04-04;16
151;Ballerup;2020-04-04;7
153;Brøndby;2020-04-04;3
155;Dragør;2020-04-04;1
157;Gentofte;2020-04-04;4
159;Gladsaxe;2020-04-04;9
161;Glostrup;2020-04-04;6
163;Herlev;2020-04-04;3
165;Albertslund;2020-04-04;8
167;Hvidovre;2020-04-04;9
169;Høje Tåstrup;2020-04-04;3
173;Lyngby-Taarbæk;2020-04-04;2
175;Rødovre;2020-04-04;2
183;Ishøj;2020-04-04;4
185;Tårnby;2020-04-04;4
187;Vallensbæk;2020-04-04;4
190;Furesø;2020-04-04;5
201;Allerød;2020-04-04;1
210;Fredensborg;2020-04-04;2
219;Hillerød;2020-04-04;2
230;Rudersdal;2020-04-04;3
240;Egedal;2020-04-04;10
250;Frederikssund;2020-04-04;3
253;Greve;2020-04-04;2
259;Køge;2020-04-04;4
265;Roskilde;2020-04-04;1
269;Solrød;2020-04-04;3
270;Gribskov;2020-04-04;1
326;Kalundborg;2020-04-04;2
329;Ringsted;2020-04-04;1
330;Slagelse;2020-04-04;9
336;Stevns;2020-04-04;1
340;Sorø;2020-04-04;1
350;Lejre;2020-04-04;1
370;Næstved;2020-04-04;1
400;Bornholm;2020-04-04;8
410;Middelfart;2020-04-04;1
461;Odense;2020-04-04;4
510;Haderslev;2020-04-04;1
540;Sønderborg;2020-04-04;1
561;Esbjerg;2020-04-04;4
575;Vejen;2020-04-04;1
580;Aabenraa;2020-04-04;1
615;Horsens;2020-04-04;2
621;Kolding;2020-04-04;3
657;Herning;2020-04-04;3
661;Holstebro;2020-04-04;14
665;Lemvig;2020-04-04;1
707;Norddjurs;2020-04-04;1
740;Silkeborg;2020-04-04;1
746;Skanderborg;2020-04-04;3
751;Århus;2020-04-04;2
760;Ringkøbing-Skjern;2020-04-04;2
787;Thisted;2020-04-04;3
791;Viborg;2020-04-04;1
849;Jammerbugt;2020-04-04;1
851;Aalborg;2020-04-04;3
860;Hjørring;2020-04-04;1
101;København;2020-04-05;43
147;Frederiksberg;2020-04-05;3
151;Ballerup;2020-04-05;1
153;Brøndby;2020-04-05;6
155;Dragør;2020-04-05;1
159;Gladsaxe;2020-04-05;4
161;Glostrup;2020-04-05;4
163;Herlev;2020-04-05;3
165;Albertslund;2020-04-05;1
167;Hvidovre;2020-04-05;2
169;Høje Tåstrup;2020-04-05;4
173;Lyngby-Taarbæk;2020-04-05;3
175;Rødovre;2020-04-05;4
183;Ishøj;2020-04-05;2
185;Tårnby;2020-04-05;1
187;Vallensbæk;2020-04-05;1
190;Furesø;2020-04-05;2
201;Allerød;2020-04-05;1
217;Helsingør;2020-04-05;3
219;Hillerød;2020-04-05;1
223;Hørsholm;2020-04-05;2
230;Rudersdal;2020-04-05;2
240;Egedal;2020-04-05;6
250;Frederikssund;2020-04-05;1
253;Greve;2020-04-05;2
259;Køge;2020-04-05;2
265;Roskilde;2020-04-05;1
269;Solrød;2020-04-05;1
306;Odsherred;2020-04-05;1
316;Holbæk;2020-04-05;2
320;Faxe;2020-04-05;1
326;Kalundborg;2020-04-05;1
330;Slagelse;2020-04-05;3
350;Lejre;2020-04-05;1
360;Lolland;2020-04-05;1
370;Næstved;2020-04-05;1
376;Guldborgsund;2020-04-05;1
400;Bornholm;2020-04-05;1
461;Odense;2020-04-05;2
479;Svendborg;2020-04-05;2
561;Esbjerg;2020-04-05;1
575;Vejen;2020-04-05;3
607;Fredericia;2020-04-05;1
621;Kolding;2020-04-05;2
630;Vejle;2020-04-05;1
657;Herning;2020-04-05;4
661;Holstebro;2020-04-05;5
671;Struer;2020-04-05;2
740;Silkeborg;2020-04-05;1
746;Skanderborg;2020-04-05;1
751;Århus;2020-04-05;4
760;Ringkøbing-Skjern;2020-04-05;1
791;Viborg;2020-04-05;2
820;Vesthimmerland;2020-04-05;1
840;Rebild;2020-04-05;1
846;Mariagerfjord;2020-04-05;1
849;Jammerbugt;2020-04-05;1
860;Hjørring;2020-04-05;1
101;København;2020-04-06;97
147;Frederiksberg;2020-04-06;19
151;Ballerup;2020-04-06;3
153;Brøndby;2020-04-06;5
155;Dragør;2020-04-06;2
157;Gentofte;2020-04-06;10
159;Gladsaxe;2020-04-06;7
161;Glostrup;2020-04-06;5
163;Herlev;2020-04-06;2
165;Albertslund;2020-04-06;8
167;Hvidovre;2020-04-06;13
169;Høje Tåstrup;2020-04-06;2
173;Lyngby-Taarbæk;2020-04-06;3
175;Rødovre;2020-04-06;1
183;Ishøj;2020-04-06;4
185;Tårnby;2020-04-06;3
187;Vallensbæk;2020-04-06;4
190;Furesø;2020-04-06;2
201;Allerød;2020-04-06;1
210;Fredensborg;2020-04-06;5
217;Helsingør;2020-04-06;3
219;Hillerød;2020-04-06;1
223;Hørsholm;2020-04-06;1
230;Rudersdal;2020-04-06;3
240;Egedal;2020-04-06;6
250;Frederikssund;2020-04-06;6
253;Greve;2020-04-06;6
259;Køge;2020-04-06;7
260;Halsnæs;2020-04-06;1
265;Roskilde;2020-04-06;5
269;Solrød;2020-04-06;1
270;Gribskov;2020-04-06;2
306;Odsherred;2020-04-06;3
316;Holbæk;2020-04-06;7
326;Kalundborg;2020-04-06;1
329;Ringsted;2020-04-06;1
330;Slagelse;2020-04-06;19
336;Stevns;2020-04-06;1
340;Sorø;2020-04-06;4
350;Lejre;2020-04-06;2
370;Næstved;2020-04-06;6
400;Bornholm;2020-04-06;2
410;Middelfart;2020-04-06;3
420;Assens;2020-04-06;2
430;Faaborg-Midtfyn;2020-04-06;2
440;Kerteminde;2020-04-06;1
450;Nyborg;2020-04-06;4
461;Odense;2020-04-06;7
479;Svendborg;2020-04-06;4
510;Haderslev;2020-04-06;1
530;Billund;2020-04-06;1
550;Tønder;2020-04-06;1
561;Esbjerg;2020-04-06;3
573;Varde;2020-04-06;2
575;Vejen;2020-04-06;3
580;Aabenraa;2020-04-06;1
607;Fredericia;2020-04-06;2
615;Horsens;2020-04-06;1
621;Kolding;2020-04-06;5
630;Vejle;2020-04-06;5
657;Herning;2020-04-06;12
661;Holstebro;2020-04-06;16
665;Lemvig;2020-04-06;1
671;Struer;2020-04-06;2
710;Favrskov;2020-04-06;2
727;Odder;2020-04-06;1
740;Silkeborg;2020-04-06;8
746;Skanderborg;2020-04-06;1
751;Århus;2020-04-06;20
756;Ikast-Brande;2020-04-06;2
766;Hedensted;2020-04-06;2
773;Morsø;2020-04-06;1
779;Skive;2020-04-06;2
787;Thisted;2020-04-06;3
791;Viborg;2020-04-06;1
810;Brønderslev;2020-04-06;3
813;Frederikshavn;2020-04-06;1
820;Vesthimmerland;2020-04-06;3
846;Mariagerfjord;2020-04-06;2
849;Jammerbugt;2020-04-06;1
851;Aalborg;2020-04-06;5
860;Hjørring;2020-04-06;2
101;København;2020-04-07;61
147;Frederiksberg;2020-04-07;8
151;Ballerup;2020-04-07;4
153;Brøndby;2020-04-07;4
155;Dragør;2020-04-07;2
157;Gentofte;2020-04-07;2
159;Gladsaxe;2020-04-07;8
161;Glostrup;2020-04-07;12
163;Herlev;2020-04-07;4
165;Albertslund;2020-04-07;5
167;Hvidovre;2020-04-07;13
169;Høje Tåstrup;2020-04-07;3
173;Lyngby-Taarbæk;2020-04-07;11
175;Rødovre;2020-04-07;4
183;Ishøj;2020-04-07;2
185;Tårnby;2020-04-07;10
187;Vallensbæk;2020-04-07;2
190;Furesø;2020-04-07;5
210;Fredensborg;2020-04-07;1
217;Helsingør;2020-04-07;4
219;Hillerød;2020-04-07;3
223;Hørsholm;2020-04-07;1
230;Rudersdal;2020-04-07;4
240;Egedal;2020-04-07;6
250;Frederikssund;2020-04-07;1
253;Greve;2020-04-07;3
259;Køge;2020-04-07;3
260;Halsnæs;2020-04-07;1
265;Roskilde;2020-04-07;9
269;Solrød;2020-04-07;4
306;Odsherred;2020-04-07;1
316;Holbæk;2020-04-07;4
320;Faxe;2020-04-07;3
326;Kalundborg;2020-04-07;2
329;Ringsted;2020-04-07;1
330;Slagelse;2020-04-07;15
340;Sorø;2020-04-07;1
360;Lolland;2020-04-07;1
370;Næstved;2020-04-07;3
376;Guldborgsund;2020-04-07;3
400;Bornholm;2020-04-07;1
410;Middelfart;2020-04-07;2
450;Nyborg;2020-04-07;2
461;Odense;2020-04-07;8
479;Svendborg;2020-04-07;2
492;Ærø;2020-04-07;1
510;Haderslev;2020-04-07;2
561;Esbjerg;2020-04-07;7
575;Vejen;2020-04-07;1
580;Aabenraa;2020-04-07;4
615;Horsens;2020-04-07;3
621;Kolding;2020-04-07;4
630;Vejle;2020-04-07;2
657;Herning;2020-04-07;10
661;Holstebro;2020-04-07;10
671;Struer;2020-04-07;4
710;Favrskov;2020-04-07;3
740;Silkeborg;2020-04-07;6
746;Skanderborg;2020-04-07;1
751;Århus;2020-04-07;12
756;Ikast-Brande;2020-04-07;9
760;Ringkøbing-Skjern;2020-04-07;4
779;Skive;2020-04-07;2
787;Thisted;2020-04-07;2
791;Viborg;2020-04-07;2
813;Frederikshavn;2020-04-07;1
849;Jammerbugt;2020-04-07;3
851;Aalborg;2020-04-07;3
101;København;2020-04-08;65
147;Frederiksberg;2020-04-08;9
151;Ballerup;2020-04-08;11
153;Brøndby;2020-04-08;4
155;Dragør;2020-04-08;2
157;Gentofte;2020-04-08;3
159;Gladsaxe;2020-04-08;7
163;Herlev;2020-04-08;5
165;Albertslund;2020-04-08;3
167;Hvidovre;2020-04-08;9
173;Lyngby-Taarbæk;2020-04-08;3
175;Rødovre;2020-04-08;7
183;Ishøj;2020-04-08;3
185;Tårnby;2020-04-08;2
187;Vallensbæk;2020-04-08;4
190;Furesø;2020-04-08;1
201;Allerød;2020-04-08;1
217;Helsingør;2020-04-08;4
219;Hillerød;2020-04-08;3
223;Hørsholm;2020-04-08;1
230;Rudersdal;2020-04-08;1
240;Egedal;2020-04-08;9
250;Frederikssund;2020-04-08;2
253;Greve;2020-04-08;6
259;Køge;2020-04-08;5
260;Halsnæs;2020-04-08;3
265;Roskilde;2020-04-08;3
270;Gribskov;2020-04-08;1
306;Odsherred;2020-04-08;1
316;Holbæk;2020-04-08;5
320;Faxe;2020-04-08;1
326;Kalundborg;2020-04-08;1
329;Ringsted;2020-04-08;2
330;Slagelse;2020-04-08;13
340;Sorø;2020-04-08;1
350;Lejre;2020-04-08;2
360;Lolland;2020-04-08;1
370;Næstved;2020-04-08;5
376;Guldborgsund;2020-04-08;2
